url,job_title,company,location,sector,job_type,level,job_specialisation,qualification,pay_range,description
https://www.jobstreet.com.sg/en/job/nlp-engineer-intern-ai-lab-2022-jobsthatmatter-10005074?jobId=jobstreet-sg-job-10005074&sectionRank=29&token=0~6ce766a0-b411-4f0d-8ca7-153217563ad0&fr=SRP%20Job%20Listing,"NLP Engineer Intern, (AI Lab) - 2022 -- #JobsThatMatter",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the NLP AI Lab teamOur NLP AI Lab team focuses on solving language barriers and promoting information flowing all over the world. We invite researchers and engineers in machine learning and natural language processing at all levels. We aim at pushing the limits of machine intelligence.ResponsibilitiesResponsible for development of NLP technologies in our products;Participate in and support incubation of new NLP technologies;Participate in research on NLP technologies.QualificationsPenultimate year undergraduate with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Rich experiences and strong skills in development of technologies in some of the following areas:Machine Translation;Natural language understanding;Natural language generation;Knowledge and reasoning;Reinforcement learning;Deep learning and representation learning;Strong analytical and problem-solving skills;Strong computer science and coding skills;Able to work and collaborate well with team members.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/nlp-engineer-intern-ai-lab-2022-jobsthatmatter-10019187?jobId=jobstreet-sg-job-10019187&sectionRank=12&token=0~6ce766a0-b411-4f0d-8ca7-153217563ad0&fr=SRP%20Job%20Listing,NLP Engineer Intern (AI Lab) 2022 #JobsThatMatter,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the NLP AI Lab teamOur NLP AI Lab team focuses on solving language barriers and promoting information flowing all over the world. We invite researchers and engineers in machine learning and natural language processing at all levels. We aim at pushing the limits of machine intelligence.ResponsibilitiesResponsible for development of NLP technologies in our products;Participate in and support incubation of new NLP technologies;Participate in research on NLP technologies.QualificationsPenultimate year undergraduate with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Rich experiences and strong skills in development of technologies in some of the following areas:Machine Translation;Natural language understanding;Natural language generation;Knowledge and reasoning;Reinforcement learning;Deep learning and representation learning;Strong analytical and problem-solving skills;Strong computer science and coding skills;Able to work and collaborate well with team members.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/data-scientist-intern-growth-urgent-9968212?jobId=jobstreet-sg-job-9968212&sectionRank=47&token=0~81ff4985-faa8-48db-9af3-e0d9d9319a51&fr=SRP%20Job%20Listing,"Data Scientist Intern, - Growth #URGENT",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.The Growth team plays a core role in acquisition, activation, and retention of billions of users, through our globally popular products such as TikTok, Resso, CapCut, Helo, etc. We are building platform foundation, leveraging data and ML models, and providing end-to-end solutions to power global growth of our products. Typical Growth projects include referral, notifications, paid ads, etc.ResponsibilitiesDesign and apply machine learning algorithm and product strategies to user growth methods to expand product impact as well as improve users' experiences;Understand user growth instruments and use data and machine learning algorithms or other strategies to make it thrive;Conduct offline and online experiments, analyze according data and evaluate to improve algorithms and strategies;Work with Data Engineers, Data Analysts, Product and other engineers to deliver features to drive the user growth of products.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Engineering, Computer Science, Statistics, Mathematics, Physics or a related technical discipline from a university;Experience with statistical software (e.g. R, Python, MATLAB, pandas) and database languages (e.g. SQL);Software development experience through hands-on coding in a general purpose programming language;Knowledge of statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods."
https://www.jobstreet.com.sg/en/job/student-intern%3A-ai-engineer-august-2022-onwards-9989001?jobId=jobstreet-sg-job-9989001&sectionRank=58&token=0~81ff4985-faa8-48db-9af3-e0d9d9319a51&fr=SRP%20Job%20Listing,Student Intern: AI Engineer (August 2022 onwards),SAP Asia Pte Ltd,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"What we offerOur company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!Student Intern: AI EngineerPURPOSE AND OBJECTIVESThe Artificial Intelligence CoE team in IES Technology Services is pushing the SAP internal adoption of Machine Learning through all business processes. We are implementing standard product functionality from the SAP AI portfolio as well as custom built AI scenarios for internal business cases. In this field, we have many existing projects in the horizon and lots of room for experimentation.In Singapore, we are looking for AI Engineer Interns to work on the technical stacks. They will also be involved in end-user and business stakeholder communications.SAP will be prioritizing applicants who have a current right to work in Singapore, and do not require SAP's sponsorship of a visa.EXPECTATIONS AND TASKSCollaborate with other AI Scientists, Engineers, and Product Owners etcCommunicate with stakeholders to understand SAP business processesSupport the end-to-end MLOps lifecycle (Python, Jenkins, Docker, Kubernetes, KFServing, etc.)Apply existing SAP AI or open-sourced solutions to solve business problemsLearn the latest advancements in applied Natural Language Processing (NLP), Computer Vision (CV) and DevOpsAble to commit at least 12 working weeksEDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIESRequired skillsProficiency in Python, and libraries such as Pandas, Scikit-Learn, etcUnderstanding of basic Machine Learning, algorithms and data structuresExperience with development tools like VScode, Pycharm, Jupyter, Docker, Git, etcCuriosity to learn about different AI applicationsAble to take ownership of one?€?s work and collaborate with othersPreferred skillsDriven individual (with an active Github/Gitlab project portfolio)Good communication skills with end-users and business stakeholdersAdditional certificates and courses focusing on machine learning are a plus but not a mustWORK EXPERIENCEUndergraduate or graduate students in STEM fields from any universityStudents with non-technical majors and self-learned data science skills are welcome to applyAvailable to start on June 2022LOCATIONSingapore (flexible and trust-based workspace)We are SAPSAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together.Our inclusion promiseSAP?€?s culture of inclusion, focus on health and well-being, and flexible working models help ensure that everyone ?€? regardless of background ?€? feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better and more equitable world."
https://www.jobstreet.com.sg/en/job/research-scientist-intern-computer-vision-2022-urgent-worknow-10007298?jobId=jobstreet-sg-job-10007298&sectionRank=7&token=0~6ce766a0-b411-4f0d-8ca7-153217563ad0&fr=SRP%20Job%20Listing,Research Scientist Intern (Computer Vision) - 2022 #Urgent  #WorkNow,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Education/Training, Education","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the Computer Vision teamThe team focuses on fundamental research and application research on Artificial Intelligence (AI), which include deep learning, computer vision, natural language processing, etc. The role of a research scientist is to design novel models and propose new general-purpose algorithms that help machines perceive, think, and act in the world. The ideal candidate should have an enthusiasm for advancing the understanding of intelligence and a passion for ambitious breakthroughs in AI.ResponsibilitiesConduct cutting-edge research in the fields of computer vision and machine learning;Ensure technologies get successfully applied to products;Incubate new products with computer vision and machine learning technologies.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Computer Engineering, Information Systems or a related technical discipline;Research experience in but not limited to the following areas: self-supervised learning, image/video classification/understanding, object detection, segmentation, scene understanding, learning from multi-modality data, pose and gesture, 3D vision;Highly competent in algorithms and programming;Accolades within ACMICPC, NOI/IOI, Topcoder and Kaggle, or contributions to published papers at CVPR, ICCV, ECCV, etc. would be advantageous.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.If you have any questions, please reach out to us"
https://www.jobstreet.com.sg/en/job/internship-with-the-automation-team-%5Bj2288323%5D-worknow-immediate-jobsthatmatter-9982297?jobId=jobstreet-sg-job-9982297&sectionRank=64&token=0~05038cc5-6a50-4d33-922c-bdcc7df89049&fr=SRP%20Job%20Listing,Internship with the Automation Team - [J2288323] #WorkNow #Immediate #JobsThatMatter,Jabil Circuit (Singapore) Pte Ltd,Singapore,Manufacturing / Production,Internship,Entry Level,"Computer/Information Technology, IT-Software","Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",NA,"JOB SUMMARY????The??intern??is responsible for the design, development,??and??installation??of??our integrated technology systems??and??solutions that provide image-based automatic inspection??and??analysis across a wide range??of??applications??and??industries.??Responsible for design??of??automation equipment to ensure stipulated specification??and??requirements are met??and??delivered within budget??and??on time.??ESSENTIAL DUTIES??AND??RESPONSIBILITIES????Assist senior or lead automation design engineers in the development??and??utilization??of??processes for machine vision requirement analysis??and??documentation, design documentation??and??requirements management.????Works closely with Project Manager/Engineer??to??meet project timeline??and??within budget.??Reviews, understands, and interprets requirements/specification accurately for integration into design??of??equipment.??Ensures design for manufacturability.??Acts as liaison with internal??and/or external Assemblers/manufacturer??of??equipment??to??ensure all parts are manufactured??to??the design.??Generates design drawings, installation manual,??and??user manual.??Comply??and??follow all procedures within the company security??and??safety policies.????May perform other duties??and??responsibilities as assigned.??KNOWLEDGE REQUIREMENTS????Understanding??of??Cross-development with the concept??and??issues??of??developing for a different target environment.??This includes cross-development tools (compilers, linkers, debuggers, libraries, etc.) as well as issues??of??downloading or installing code (C / C++ / C#)????Understand the concept??of??Software Configuration Management.????Ability??to??write reports, business correspondence,??and??procedure manuals.??????Ability??to??effectively present information??and??respond??to??questions from groups??of??managers, clients, customers,??and??the general public.??(Optional) Familiarity in Database, SQL, backend process,??and??related machine learning libraries.??(Optional) Familiarity in OpenCV,??and??related computer vision??and??machine learning libraries.??(Optional) Familiarity with parallel programming??languages??e.g. CUDA??and??Open CL??Experienced functional knowledge??of??mechanical/electronics/electrical/software application engineering.??(Optional) Experienced functional knowledge??of??automation equipment assembly??and??installation.??Ability??to??interpret an extensive variety??of??technical instructions in mathematical or diagram form??and??deal with several abstract??and??concrete variables.??Majoring or the main??research??in computer vision, machine vision or image processing.??Accessibility AccommodationIf you are a qualified individual with a disability, you have the right??to??request a reasonable accommodation if you are unable or??limited??in your ability??to??use or access https://careers.jabil.com/ site as a result??of??your disability. You can request a reasonable accommodation by calling 1.727.803.7515 with the nature??of??your request??and??contact information. Please do not direct any other general employment related questions??to??this e-mail or phone number. Please note that only those inquiries concerning a request for reasonable accommodation will be responded??to??from this e-mail address??and/or phone number."
https://www.jobstreet.com.sg/en/job/backend-engineer-intern-recommendation-architecture-2022-9952232?jobId=jobstreet-sg-job-9952232&sectionRank=35&token=0~21c535fb-3e3e-4171-a9df-03f510ac2722&fr=SRP%20Job%20Listing,Backend Engineer Intern (Recommendation Architecture) - 2022,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the Recommendation Architecture TeamOur Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the most stable and best experience for our TikTok users.ResponsibilitiesBuild and maintain high performance online services for TikTok recommendation system???Build extremely efficient and reliable data pipelines for candidates generation, profile generation, training examples generation, realtime online training, etc;Build globalized large-scale recommendation system;Design and develop high performance computing frameworks and storage systems.QualificationsPenultimate year undergraduate students with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Experience programming in at least one of the following programming languages: C, C++, Java or Golang;Effective communication skills and a sense of ownership and drive;Experienced in at least one area of the following areas: personalized recommendations, search engine, machine learning, distributed storage system, big data frameworks is a plus.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/data-engr.-intern-growth-worknow-9989967?jobId=jobstreet-sg-job-9989967&sectionRank=23&token=0~28faccf4-7746-4b2a-b138-cdcfca78feeb&fr=SRP%20Job%20Listing,"Data Engr. Intern, Growth #WorkNow",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.The Growth team plays a core role in acquisition, activation, and retention of billions of users, through our globally popular products such as TikTok, Resso, CapCut, Helo, etc. We are building platform foundation, leveraging data and ML models, and providing end-to-end solutions to power global growth of our products. Typical Growth projects include referral, notifications, paid ads, etc.ResponsibilitiesBuild data pipelines and reports to portray business status, based on a deep understanding of our fast changing business with data-driven approaches;Extract information and signals from a broad range of data and build hierarchies to accomplish analytical and mining goals for ?€?Packaged Business Capability?€? such as growth, gaming and search;Continually improve the integrity of data pipelines to provide a comprehensive data service.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Engineering, Computer Science, Statistics, Data Science or a related technical discipline from a university;Experience in SQL and an additional object-oriented programming language (e.g., Python, Java, or Scala);Experience in issue tracking and problem-solving on data pipelines;Strong analytical thinking and exceptional attention to details."
https://www.jobstreet.com.sg/en/job/software-engineer-intern-cv-ml-intelligent-creation-lab-*-10004561?jobId=jobstreet-sg-job-10004561&sectionRank=53&token=0~81ff4985-faa8-48db-9af3-e0d9d9319a51&fr=SRP%20Job%20Listing,"Software Engineer Intern, CV/ML (Intelligent Creation Lab)*",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.Why Join UsAt TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.Our team's mission is to empower content interaction and creation using CV/CG related technologies. We are focus on cutting-edge R&D in areas like 3D reconstruction, human digitization, character animation, physically-based simulation, advanced rendering, image and video manipulation, 3D deep learning, light field capture and rendering, AR/VR applications, etc.Responsibilities:Participate in cutting-edge research and development of novel technologies and applications in Computer Vision and Machine Learning.Investigate, prototype and implement solutions to transfer advanced technologies to ByteDance products.QualificationsPursuing a degree in Computer Science or related technical field.Experience in computer vision, machine learning and other fields.Strong CS fundamentals (algorithms and data structures) and experience with C/C++/Java/Go/Python, prefer winners in ACMICPC, NOI/IOI, Topcoder and Kaggle.Experience in at least one major deep learning framework (e.g. PyTorch, Tensorflow, MXNet, Caffe/Caffe2, PaddlePaddle).TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
https://www.jobstreet.com.sg/en/job/backend-engr.-intern-recommendation-architecture-2022-worknow-urgent*.-10013968?jobId=jobstreet-sg-job-10013968&sectionRank=14&token=0~28faccf4-7746-4b2a-b138-cdcfca78feeb&fr=SRP%20Job%20Listing,"Backend Engr. Intern (Recommendation Architecture) - 2022, #WorkNow #URGENT*.",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the Recommendation Architecture TeamOur Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the most stable and best experience for our TikTok users.ResponsibilitiesBuild and maintain high performance online services for TikTok recommendation system???Build extremely efficient and reliable data pipelines for candidates generation, profile generation, training examples generation, realtime online training, etc;Build globalized large-scale recommendation system;Design and develop high performance computing frameworks and storage systems.QualificationsPenultimate year undergraduate students with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Experience programming in at least one of the following programming languages: C, C++, Java or Golang;Effective communication skills and a sense of ownership and drive;Experienced in at least one area of the following areas: personalized recommendations, search engine, machine learning, distributed storage system, big data frameworks is a plus.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/internship-with-the-automation-team-worknow-jobsthatmatter-9982290?jobId=jobstreet-sg-job-9982290&sectionRank=44&token=0~81ff4985-faa8-48db-9af3-e0d9d9319a51&fr=SRP%20Job%20Listing,Internship with the Automation Team - #WorkNow #JobsThatMatter,Jabil Circuit (Singapore) Pte Ltd,Singapore,Manufacturing / Production,Internship,Entry Level,"Computer/Information Technology, IT-Software","Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",NA,"JOB SUMMARY????The??intern??is responsible for the design, development,??and??installation??of??our integrated technology systems??and??solutions that provide image-based automatic inspection??and??analysis across a wide range??of??applications??and??industries.??Responsible for design??of??automation equipment to ensure stipulated specification??and??requirements are met??and??delivered within budget??and??on time.??ESSENTIAL DUTIES??AND??RESPONSIBILITIES????Assist senior or lead automation design engineers in the development??and??utilization??of??processes for machine vision requirement analysis??and??documentation, design documentation??and??requirements management.????Works closely with Project Manager/Engineer??to??meet project timeline??and??within budget.??Reviews, understands, and interprets requirements/specification accurately for integration into design??of??equipment.??Ensures design for manufacturability.??Acts as liaison with internal??and/or external Assemblers/manufacturer??of??equipment??to??ensure all parts are manufactured??to??the design.??Generates design drawings, installation manual,??and??user manual.??Comply??and??follow all procedures within the company security??and??safety policies.????May perform other duties??and??responsibilities as assigned.??KNOWLEDGE REQUIREMENTS????Understanding??of??Cross-development with the concept??and??issues??of??developing for a different target environment.??This includes cross-development tools (compilers, linkers, debuggers, libraries, etc.) as well as issues??of??downloading or installing code (C / C++ / C#)????Understand the concept??of??Software Configuration Management.????Ability??to??write reports, business correspondence,??and??procedure manuals.??????Ability??to??effectively present information??and??respond??to??questions from groups??of??managers, clients, customers,??and??the general public.??(Optional) Familiarity in Database, SQL, backend process,??and??related machine learning libraries.??(Optional) Familiarity in OpenCV,??and??related computer vision??and??machine learning libraries.??(Optional) Familiarity with parallel programming??languages??e.g. CUDA??and??Open CL??Experienced functional knowledge??of??mechanical/electronics/electrical/software application engineering.??(Optional) Experienced functional knowledge??of??automation equipment assembly??and??installation.??Ability??to??interpret an extensive variety??of??technical instructions in mathematical or diagram form??and??deal with several abstract??and??concrete variables.??Majoring or the main??research??in computer vision, machine vision or image processing.??"
https://www.jobstreet.com.sg/en/job/data-engineer-intern-tiktok-worknow-jobsthatmatter-urgent*-10003657?jobId=jobstreet-sg-job-10003657&sectionRank=38&token=0~21c535fb-3e3e-4171-a9df-03f510ac2722&fr=SRP%20Job%20Listing,"Data Engineer Intern, TikTok #WorkNow #JobsThatMatter #Urgent*",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",NA,"About TikTokTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul, and Tokyo.Team IntroductionThe mission of the Data Platform Singapore Business Partnering (DPSG BP) team is to empower the TikTok e-commerce business with data. Our goal is to build a Data Warehouse that can cater to batch and streaming data, Data Products that provide useful information to build efficient data metrics & dashboards which will be used to make smarter business decisions to support business growth. If you're looking for a challenging ground to push your limits, this is the team for you!ResponsibilitiesResponsible for providing end to end solutions to enable business;Responsible for data warehouse modeling design & implementation;Responsible for data pipeline & services development for data products;Responsible for developing and optimizing ETL processes;Responsible for enriching & optimizing technical documents;Qualifications1Undergraduate, or Postgraduate who is currently pursuing a degree in Computer Science, related engineering discipline, or equivalent practical experience;Proficiency in SQL with related project experience;Software development experience in one or more general-purpose programming languages, such as Java/Go/C++/C#/Python;Good understanding of the Hadoop ecosystem, open-source big data tech stacks like Hive, MapReduce, Spark, etc;Familiar with large-scale data warehouse architecture design, data model design, and ETL;Good understanding of streaming pipeline development, open-source OLAP engines, or Machine Learning/Data Mining is a plus;.Strong analytical thinking and exceptional attention to detail;Working proficiency in verbal and written English;Able to commit at least 3 days a week."
https://www.jobstreet.com.sg/en/job/nlp-engineer-intern-ai-lab-2022-worknow-9973947?jobId=jobstreet-sg-job-9973947&sectionRank=23&token=0~44a214cd-6710-4e65-bcd1-d23520434739&fr=SRP%20Job%20Listing,"NLP Engineer Intern, (AI Lab) - 2022 - #WORKNOW",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma",NA,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the NLP AI Lab teamOur NLP AI Lab team focuses on solving language barriers and promoting information flowing all over the world. We invite researchers and engineers in machine learning and natural language processing at all levels. We aim at pushing the limits of machine intelligence.ResponsibilitiesResponsible for development of NLP technologies in our products;Participate in and support incubation of new NLP technologies;Participate in research on NLP technologies.QualificationsPenultimate year undergraduate with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Rich experiences and strong skills in development of technologies in some of the following areas:Machine Translation;Natural language understanding;Natural language generation;Knowledge and reasoning;Reinforcement learning;Deep learning and representation learning;Strong analytical and problem-solving skills;Strong computer science and coding skills;Able to work and collaborate well with team members.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
